customer_id,geography,employment_type,monthly_income_inr,bureau_band,cashflow_consistency,balance_volatility,spending_shock_flag
C105360,Tier-2,Self-employed,87000,Thin-file,0.617,0.515,0
C105361,Metro,Gig,34400,Prime,0.297,0.719,0
C105362,Metro,Salaried,60900,Prime,0.833,0.198,0
C105363,Tier-3,Informal,9000,Thin-file,0.491,0.522,0
C105364,Tier-3,Gig,16000,Thin-file,0.292,0.883,1
C105365,Tier-3,Salaried,24900,Thin-file,0.469,0.429,0
C105366,Tier-2,Self-employed,25900,Near-prime,0.533,0.493,0
C105367,Tier-3,Salaried,41400,Thin-file,0.98,0.05,0
C105368,Tier-3,Self-employed,23600,Thin-file,0.929,0.152,0
C105369,Metro,Salaried,20300,Near-prime,0.977,0.124,0
C105370,Metro,Self-employed,62900,Prime,0.522,0.385,0
C105371,Tier-3,Self-employed,49600,Subprime,0.512,0.378,0
C105372,Metro,Self-employed,49000,Prime,0.451,0.601,0
C105373,Tier-2,Self-employed,32000,Near-prime,0.459,0.626,1
C105374,Tier-2,Salaried,25500,Thin-file,0.861,0.05,0
C105375,Tier-2,Salaried,26200,Thin-file,0.98,0.05,0
C105376,Metro,Self-employed,69700,Subprime,0.587,0.529,0
C105377,Tier-2,Self-employed,24700,Near-prime,0.549,0.549,0
C105378,Metro,Informal,58400,Near-prime,0.33,0.679,0
C105379,Tier-3,Salaried,48900,Prime,0.752,0.229,0
C105380,Metro,Self-employed,50200,Prime,0.508,0.294,0
C105381,Tier-2,Informal,64300,Prime,0.267,0.707,1
C105382,Tier-3,Gig,34300,Thin-file,0.543,0.539,0
C105383,Metro,Salaried,39200,Prime,0.675,0.37,1
C105384,Metro,Self-employed,27200,Prime,0.552,0.573,0
C105385,Tier-3,Gig,16000,Thin-file,0.522,0.716,0
C105386,Metro,Self-employed,41100,Subprime,0.351,0.699,0
C105387,Metro,Salaried,33800,Near-prime,0.581,0.264,0
C105388,Tier-2,Self-employed,20800,Near-prime,0.637,0.363,0
C105389,Tier-3,Salaried,35500,Thin-file,0.629,0.537,0
C105390,Tier-2,Self-employed,51500,Near-prime,0.626,0.545,0
C105391,Tier-2,Informal,43700,Prime,0.355,0.53,0
C105392,Tier-3,Informal,16400,Thin-file,0.486,0.477,0
C105393,Tier-2,Self-employed,45300,Near-prime,0.412,0.617,1
C105394,Tier-2,Gig,10100,Thin-file,0.412,0.729,0
C105395,Tier-2,Gig,34100,Subprime,0.729,0.232,0
C105396,Metro,Informal,15000,Thin-file,0.498,0.611,0
C105397,Metro,Gig,33100,Thin-file,0.641,0.135,0
C105398,Tier-2,Gig,22700,Prime,0.521,0.513,1
C105399,Metro,Salaried,42700,Thin-file,0.615,0.316,0
C105400,Tier-2,Salaried,19600,Near-prime,0.684,0.337,0
C105401,Metro,Salaried,33800,Subprime,0.695,0.201,0
C105402,Tier-2,Self-employed,22500,Subprime,0.535,0.517,0
C105403,Metro,Informal,18100,Subprime,0.62,0.485,0
C105404,Tier-2,Informal,32300,Near-prime,0.42,0.651,0
C105405,Tier-2,Gig,19800,Near-prime,0.339,0.823,0
C105406,Metro,Gig,21300,Thin-file,0.431,0.631,0
C105407,Metro,Self-employed,57700,Prime,0.673,0.393,0
C105408,Metro,Self-employed,49900,Prime,0.423,0.568,0
C105409,Tier-3,Self-employed,72000,Near-prime,0.761,0.33,0
C105410,Metro,Salaried,75000,Prime,0.969,0.05,0
C105411,Tier-3,Gig,9000,Subprime,0.41,0.608,0
C105412,Metro,Self-employed,61800,Near-prime,0.688,0.469,0
C105413,Metro,Salaried,64800,Prime,0.903,0.318,0
C105414,Tier-2,Self-employed,72900,Subprime,0.487,0.529,0
C105415,Tier-2,Self-employed,31600,Prime,0.565,0.524,0
C105416,Metro,Gig,47300,Near-prime,0.484,0.49,1
C105417,Tier-3,Gig,16500,Near-prime,0.568,0.417,0
C105418,Metro,Salaried,54200,Prime,0.969,0.05,0
C105419,Metro,Gig,17900,Prime,0.485,0.621,0
C105420,Tier-2,Salaried,20600,Near-prime,0.581,0.424,0
C105421,Tier-2,Salaried,56500,Near-prime,0.549,0.668,0
C105422,Tier-3,Self-employed,28900,Prime,0.518,0.458,0
C105423,Metro,Gig,16200,Subprime,0.481,0.568,0
C105424,Tier-3,Informal,22800,Thin-file,0.603,0.52,0
C105425,Tier-2,Salaried,11100,Near-prime,0.552,0.748,1
C105426,Tier-3,Gig,13400,Thin-file,0.494,0.47,0
C105427,Tier-3,Gig,9200,Near-prime,0.71,0.293,1
C105428,Tier-3,Informal,27200,Thin-file,0.499,0.567,0
C105429,Tier-2,Salaried,31400,Near-prime,0.616,0.402,0
C105430,Metro,Salaried,49300,Near-prime,0.799,0.32,0
C105431,Tier-2,Self-employed,39600,Near-prime,0.61,0.457,0
C105432,Tier-2,Informal,27300,Thin-file,0.608,0.568,1
C105433,Tier-2,Salaried,52200,Thin-file,0.87,0.155,0
C105434,Tier-2,Self-employed,49500,Near-prime,0.65,0.485,0
C105435,Metro,Informal,21000,Thin-file,0.517,0.53,0
C105436,Tier-3,Self-employed,42400,Prime,0.619,0.488,0
C105437,Metro,Self-employed,32100,Near-prime,0.514,0.559,0
C105438,Tier-3,Informal,13200,Thin-file,0.537,0.506,0
C105439,Metro,Salaried,23800,Near-prime,0.686,0.291,0
C105440,Metro,Salaried,101200,Thin-file,0.82,0.315,0
C105441,Tier-3,Salaried,20400,Subprime,0.864,0.082,0
C105442,Tier-3,Self-employed,54400,Subprime,0.45,0.664,0
C105443,Tier-2,Salaried,48600,Near-prime,0.744,0.368,0
C105444,Tier-3,Salaried,34900,Prime,0.975,0.296,0
C105445,Metro,Salaried,56100,Near-prime,0.946,0.189,1
C105446,Tier-3,Self-employed,17900,Near-prime,0.669,0.195,0
C105447,Metro,Gig,59400,Thin-file,0.489,0.465,1
C105448,Tier-2,Self-employed,29400,Thin-file,0.577,0.471,0
C105449,Tier-2,Gig,36500,Prime,0.425,0.584,1
C105450,Metro,Informal,18500,Prime,0.433,0.653,0
C105451,Tier-2,Gig,12200,Subprime,0.68,0.245,0
C105452,Tier-2,Self-employed,84300,Prime,0.53,0.341,0
C105453,Metro,Salaried,36300,Prime,0.606,0.349,1
C105454,Tier-3,Self-employed,35500,Near-prime,0.739,0.526,0
C105455,Tier-2,Salaried,9800,Subprime,0.724,0.434,0
C105456,Metro,Self-employed,41700,Prime,0.484,0.51,0
C105457,Tier-2,Informal,24900,Thin-file,0.446,0.622,0
C105458,Metro,Salaried,50700,Near-prime,0.728,0.223,0
C105459,Metro,Salaried,45500,Near-prime,0.778,0.356,1
C105460,Tier-2,Gig,21100,Near-prime,0.575,0.37,1
C105461,Metro,Informal,35000,Near-prime,0.487,0.524,0
C105462,Metro,Gig,16100,Near-prime,0.569,0.404,0
C105463,Tier-2,Salaried,34300,Thin-file,0.788,0.238,0
C105464,Metro,Self-employed,82100,Thin-file,0.378,0.701,0
C105465,Tier-3,Self-employed,14800,Near-prime,0.62,0.428,0
C105466,Tier-3,Self-employed,27500,Near-prime,0.441,0.708,0
C105467,Metro,Self-employed,26200,Near-prime,0.515,0.435,0
C105468,Tier-2,Gig,26500,Near-prime,0.417,0.384,1
C105469,Metro,Salaried,48300,Thin-file,0.843,0.224,0
C105470,Tier-2,Informal,12400,Thin-file,0.206,1.006,1
C105471,Metro,Salaried,48100,Prime,0.743,0.205,0
C105472,Tier-3,Salaried,32800,Prime,0.756,0.351,0
C105473,Metro,Gig,21900,Prime,0.61,0.395,1
C105474,Tier-2,Self-employed,28600,Near-prime,0.622,0.349,0
C105475,Metro,Self-employed,32200,Subprime,0.68,0.291,0
C105476,Metro,Salaried,17000,Near-prime,0.784,0.316,0
C105477,Tier-2,Salaried,57900,Subprime,0.98,0.205,0
C105478,Tier-2,Salaried,65400,Subprime,0.712,0.457,0
C105479,Tier-3,Gig,9000,Thin-file,0.812,0.324,0
C105480,Metro,Salaried,81900,Near-prime,0.697,0.367,0
C105481,Metro,Informal,28300,Thin-file,0.541,0.445,0
C105482,Metro,Gig,17600,Near-prime,0.708,0.436,0
C105483,Tier-2,Gig,21100,Near-prime,0.485,0.698,0
C105484,Tier-3,Gig,14100,Thin-file,0.5,0.507,0
C105485,Tier-3,Gig,29300,Near-prime,0.335,0.671,1
C105486,Tier-3,Self-employed,19100,Prime,0.98,0.112,0
C105487,Metro,Informal,61400,Subprime,0.413,0.535,0
C105488,Tier-2,Self-employed,58200,Near-prime,0.796,0.276,0
C105489,Tier-2,Salaried,22000,Prime,0.68,0.171,0
C105490,Metro,Self-employed,90000,Near-prime,0.431,0.722,1
C105491,Tier-2,Salaried,53000,Prime,0.691,0.372,0
C105492,Metro,Self-employed,40200,Prime,0.637,0.426,0
C105493,Metro,Informal,32000,Thin-file,0.46,0.643,0
C105494,Tier-3,Self-employed,43700,Near-prime,0.529,0.473,0
C105495,Metro,Salaried,33800,Prime,0.716,0.43,0
C105496,Tier-3,Salaried,46400,Prime,0.794,0.375,0
C105497,Metro,Salaried,39200,Thin-file,0.673,0.452,0
C105498,Metro,Salaried,68600,Prime,0.714,0.412,0
C105499,Metro,Self-employed,40500,Prime,0.475,0.894,0
C105500,Metro,Gig,18300,Near-prime,0.618,0.592,0
C105501,Tier-2,Self-employed,45900,Prime,0.445,0.543,0
C105502,Metro,Self-employed,36300,Prime,0.576,0.492,0
C105503,Tier-2,Self-employed,37000,Prime,0.686,0.195,0
C105504,Tier-3,Salaried,38300,Near-prime,0.856,0.266,0
C105505,Tier-2,Self-employed,66900,Thin-file,0.469,0.526,0
C105506,Metro,Self-employed,35400,Near-prime,0.719,0.508,0
C105507,Tier-2,Salaried,26100,Subprime,0.839,0.28,0
C105508,Tier-3,Self-employed,60500,Thin-file,0.705,0.298,0
C105509,Tier-2,Salaried,38200,Thin-file,0.764,0.295,0
C105510,Metro,Salaried,37200,Subprime,0.837,0.322,0
C105511,Tier-2,Self-employed,40700,Thin-file,0.697,0.433,0
C105512,Tier-2,Salaried,32700,Prime,0.98,0.05,0
C105513,Metro,Gig,25600,Prime,0.296,0.895,0
C105514,Metro,Salaried,151500,Prime,0.833,0.05,0
C105515,Tier-3,Gig,12400,Thin-file,0.614,0.297,0
C105516,Metro,Self-employed,22500,Near-prime,0.658,0.386,0
C105517,Metro,Salaried,82600,Near-prime,0.911,0.098,0
C105518,Metro,Salaried,40100,Subprime,0.905,0.174,0
C105519,Tier-2,Informal,21900,Prime,0.497,0.439,0
C105520,Tier-2,Self-employed,46000,Thin-file,0.607,0.37,0
C105521,Metro,Gig,13100,Subprime,0.252,0.689,0
C105522,Tier-2,Gig,38700,Subprime,0.802,0.132,0
C105523,Tier-2,Salaried,29700,Prime,0.481,0.56,0
C105524,Metro,Self-employed,101200,Prime,0.707,0.237,0
C105525,Tier-3,Self-employed,20200,Subprime,0.672,0.331,0
C105526,Metro,Gig,58400,Thin-file,0.355,0.651,0
C105527,Metro,Self-employed,94500,Subprime,0.921,0.127,0
C105528,Tier-3,Informal,12700,Thin-file,0.575,0.305,0
C105529,Tier-3,Self-employed,26500,Near-prime,0.668,0.423,0
C105530,Metro,Gig,25100,Subprime,0.359,0.626,0
C105531,Tier-3,Salaried,63200,Near-prime,0.98,0.1,0
C105532,Tier-2,Self-employed,37400,Prime,0.838,0.196,0
C105533,Metro,Salaried,60500,Near-prime,0.81,0.271,0
C105534,Tier-3,Informal,14800,Prime,0.699,0.371,1
C105535,Tier-2,Salaried,47200,Subprime,0.817,0.407,0
C105536,Metro,Gig,36700,Thin-file,0.58,0.322,0
C105537,Tier-2,Salaried,29200,Thin-file,0.781,0.441,0
C105538,Tier-2,Salaried,84800,Prime,0.886,0.286,0
C105539,Metro,Salaried,43400,Near-prime,0.861,0.155,0
C105540,Tier-3,Gig,30700,Thin-file,0.458,0.669,1
C105541,Tier-2,Salaried,21600,Near-prime,0.637,0.632,0
C105542,Tier-2,Gig,31500,Prime,0.499,0.41,0
C105543,Tier-2,Gig,37400,Subprime,0.619,0.453,0
C105544,Tier-2,Informal,21400,Subprime,0.431,0.506,0
C105545,Metro,Self-employed,69900,Subprime,0.502,0.585,0
C105546,Tier-3,Self-employed,21000,Thin-file,0.614,0.534,0
C105547,Tier-2,Self-employed,42700,Subprime,0.47,0.481,0
C105548,Tier-2,Salaried,19300,Prime,0.711,0.284,0
C105549,Tier-2,Self-employed,36900,Near-prime,0.386,0.66,0
C105550,Metro,Gig,20200,Thin-file,0.538,0.605,0
C105551,Metro,Salaried,46100,Prime,0.885,0.274,0
C105552,Metro,Salaried,88500,Subprime,0.787,0.316,0
C105553,Metro,Self-employed,94100,Prime,0.674,0.408,0
C105554,Tier-2,Gig,13000,Thin-file,0.543,0.512,0
C105555,Tier-3,Salaried,55800,Thin-file,0.844,0.302,0
C105556,Metro,Gig,54200,Thin-file,0.6,0.508,0
C105557,Metro,Salaried,55100,Prime,0.862,0.267,0
C105558,Tier-2,Self-employed,63600,Thin-file,0.771,0.304,0
C105559,Metro,Informal,19600,Subprime,0.241,0.685,1
C105560,Tier-3,Self-employed,22900,Prime,0.722,0.216,0
C105561,Tier-2,Self-employed,27500,Near-prime,0.592,0.511,0
C105562,Metro,Informal,32600,Thin-file,0.388,0.618,0
C105563,Metro,Salaried,45500,Prime,0.529,0.572,0
C105564,Tier-3,Salaried,23100,Near-prime,0.574,0.435,0
C105565,Metro,Informal,17500,Thin-file,0.385,0.59,1
C105566,Tier-2,Self-employed,34600,Thin-file,0.512,0.612,0
C105567,Metro,Informal,16100,Near-prime,0.579,0.341,0
C105568,Metro,Gig,39000,Prime,0.616,0.494,1
C105569,Tier-3,Self-employed,49400,Prime,0.815,0.2,0
C105570,Metro,Self-employed,66700,Near-prime,0.6,0.376,0
C105571,Metro,Self-employed,159500,Near-prime,0.705,0.306,0
C105572,Tier-2,Salaried,45900,Prime,0.575,0.49,0
C105573,Tier-3,Self-employed,61900,Near-prime,0.931,0.297,0
C105574,Metro,Gig,31300,Near-prime,0.754,0.347,0
C105575,Metro,Informal,20800,Prime,0.342,0.819,0
C105576,Tier-3,Informal,16700,Near-prime,0.658,0.465,0
C105577,Tier-2,Informal,20400,Subprime,0.3,0.771,0
C105578,Tier-3,Salaried,30200,Thin-file,0.692,0.318,0
C105579,Tier-2,Self-employed,21200,Near-prime,0.621,0.389,0
C105580,Tier-2,Salaried,24600,Near-prime,0.666,0.366,0
C105581,Tier-2,Self-employed,57500,Thin-file,0.699,0.457,0
C105582,Metro,Informal,34400,Subprime,0.598,0.686,0
C105583,Tier-2,Gig,51600,Prime,0.335,0.683,1
C105584,Tier-2,Gig,19400,Near-prime,0.535,0.538,0
C105585,Tier-3,Salaried,25600,Prime,0.651,0.408,0
C105586,Tier-2,Self-employed,20600,Thin-file,0.656,0.355,0
C105587,Metro,Salaried,76500,Thin-file,0.819,0.05,0
C105588,Tier-2,Self-employed,23100,Prime,0.537,0.656,0
C105589,Tier-2,Salaried,37700,Near-prime,0.759,0.347,0
C105590,Tier-2,Gig,26700,Prime,0.533,0.577,0
C105591,Tier-3,Self-employed,14300,Prime,0.531,0.469,0
C105592,Tier-2,Gig,32800,Prime,0.302,0.815,0
C105593,Metro,Gig,45500,Prime,0.621,0.316,0
C105594,Tier-2,Salaried,43200,Near-prime,0.88,0.202,0
C105595,Tier-2,Self-employed,33200,Near-prime,0.714,0.236,0
C105596,Tier-3,Gig,19100,Thin-file,0.391,0.563,0
C105597,Tier-2,Informal,35600,Thin-file,0.42,0.626,0
C105598,Tier-2,Salaried,39100,Thin-file,0.568,0.452,1
C105599,Tier-2,Gig,22900,Prime,0.791,0.421,1
C105600,Tier-2,Self-employed,25400,Near-prime,0.447,0.433,0
C105601,Metro,Salaried,13500,Thin-file,0.943,0.161,0
C105602,Tier-3,Salaried,52200,Thin-file,0.679,0.479,0
C105603,Tier-3,Self-employed,28800,Subprime,0.659,0.324,0
C105604,Tier-2,Salaried,25700,Prime,0.747,0.276,0
C105605,Tier-2,Self-employed,89300,Near-prime,0.57,0.553,0
C105606,Metro,Salaried,58000,Prime,0.833,0.126,0
C105607,Tier-2,Salaried,34800,Prime,0.708,0.344,0
C105608,Tier-2,Gig,36600,Near-prime,0.31,0.727,0
C105609,Tier-2,Salaried,45100,Near-prime,0.758,0.33,0
C105610,Metro,Salaried,55600,Near-prime,0.925,0.142,0
C105611,Tier-2,Salaried,29000,Near-prime,0.782,0.258,0
C105612,Metro,Salaried,65100,Thin-file,0.658,0.389,0
C105613,Tier-2,Self-employed,52700,Subprime,0.979,0.05,0
C105614,Tier-2,Gig,17700,Subprime,0.521,0.609,0
C105615,Metro,Self-employed,18300,Thin-file,0.509,0.561,0
C105616,Tier-2,Salaried,58500,Prime,0.98,0.083,0
C105617,Tier-3,Salaried,42300,Near-prime,0.555,0.649,0
C105618,Tier-2,Gig,33800,Prime,0.399,0.734,0
C105619,Metro,Salaried,48600,Thin-file,0.913,0.085,0
C105620,Tier-2,Salaried,58900,Prime,0.657,0.613,0
C105621,Metro,Salaried,35500,Prime,0.875,0.137,1
C105622,Tier-2,Gig,21300,Thin-file,0.632,0.679,0
C105623,Tier-2,Gig,14500,Thin-file,0.789,0.05,0
C105624,Metro,Salaried,80100,Subprime,0.918,0.083,0
C105625,Tier-2,Salaried,37400,Prime,0.72,0.319,0
C105626,Tier-2,Gig,25700,Thin-file,0.424,0.609,0
C105627,Tier-3,Salaried,38800,Prime,0.643,0.379,0
C105628,Metro,Self-employed,38700,Prime,0.475,0.627,0
C105629,Metro,Gig,41800,Near-prime,0.571,0.427,1
C105630,Tier-2,Salaried,80500,Prime,0.549,0.51,1
C105631,Metro,Salaried,73900,Near-prime,0.801,0.281,0
C105632,Tier-2,Self-employed,15900,Subprime,0.369,1.004,0
C105633,Metro,Self-employed,45200,Near-prime,0.653,0.557,0
C105634,Metro,Self-employed,46200,Near-prime,0.549,0.564,0
C105635,Tier-2,Self-employed,60400,Subprime,0.702,0.497,0
C105636,Metro,Self-employed,33600,Thin-file,0.269,0.564,0
C105637,Tier-2,Self-employed,21600,Near-prime,0.743,0.16,0
C105638,Metro,Salaried,69300,Near-prime,0.781,0.249,1
C105639,Tier-2,Salaried,37800,Thin-file,0.719,0.225,0
C105640,Tier-2,Salaried,28800,Prime,0.848,0.258,0
C105641,Tier-3,Self-employed,25700,Prime,0.678,0.462,0
C105642,Tier-3,Salaried,16900,Prime,0.601,0.429,0
C105643,Tier-2,Self-employed,37300,Subprime,0.64,0.333,0
C105644,Tier-2,Self-employed,30100,Prime,0.715,0.474,0
C105645,Metro,Informal,30000,Near-prime,0.243,0.622,1
C105646,Tier-2,Self-employed,31500,Near-prime,0.647,0.375,0
C105647,Metro,Gig,29300,Near-prime,0.677,0.274,0
C105648,Tier-2,Salaried,31100,Thin-file,0.802,0.243,0
C105649,Metro,Gig,25700,Subprime,0.459,0.557,0
C105650,Tier-3,Self-employed,17400,Thin-file,0.442,0.589,0
C105651,Tier-2,Gig,36800,Subprime,0.377,0.701,0
C105652,Tier-2,Informal,18600,Thin-file,0.397,0.847,0
C105653,Tier-2,Salaried,15600,Near-prime,0.881,0.278,0
C105654,Metro,Informal,11600,Near-prime,0.527,0.493,0
C105655,Metro,Self-employed,68700,Prime,0.568,0.429,0
C105656,Tier-3,Gig,19000,Near-prime,0.413,0.681,0
C105657,Tier-3,Self-employed,28600,Prime,0.541,0.357,0
C105658,Metro,Salaried,47500,Near-prime,0.93,0.05,0
C105659,Tier-2,Gig,28800,Thin-file,0.321,0.744,0
C105660,Tier-2,Salaried,76000,Prime,0.782,0.258,0
C105661,Metro,Self-employed,52600,Prime,0.549,0.643,0
C105662,Tier-2,Salaried,43800,Prime,0.863,0.173,0
C105663,Metro,Salaried,36800,Near-prime,0.748,0.383,1
C105664,Metro,Gig,14400,Near-prime,0.351,0.747,1
C105665,Tier-2,Gig,28700,Thin-file,0.72,0.328,0
C105666,Metro,Gig,37000,Thin-file,0.543,0.396,0
C105667,Tier-3,Gig,31700,Thin-file,0.535,0.509,1
C105668,Tier-2,Self-employed,74600,Subprime,0.432,0.501,0
C105669,Tier-3,Informal,9400,Thin-file,0.401,0.579,0
C105670,Tier-2,Self-employed,26200,Thin-file,0.518,0.402,0
C105671,Tier-3,Self-employed,39000,Near-prime,0.602,0.57,0
C105672,Tier-2,Gig,23200,Subprime,0.269,0.769,0
C105673,Tier-2,Gig,44300,Subprime,0.53,0.42,0
C105674,Tier-2,Gig,21200,Subprime,0.621,0.305,0
C105675,Tier-3,Self-employed,71000,Near-prime,0.542,0.607,1
C105676,Metro,Self-employed,44100,Prime,0.649,0.477,0
C105677,Tier-2,Self-employed,71900,Thin-file,0.478,0.443,0
C105678,Tier-2,Gig,9000,Near-prime,0.732,0.376,0
C105679,Tier-2,Self-employed,43000,Prime,0.481,0.507,1
C105680,Tier-3,Salaried,32200,Thin-file,0.749,0.379,0
C105681,Tier-2,Salaried,14900,Thin-file,0.669,0.226,0
C105682,Metro,Self-employed,42700,Thin-file,0.492,0.558,0
C105683,Tier-2,Salaried,21900,Thin-file,0.98,0.104,0
C105684,Tier-2,Self-employed,27300,Prime,0.806,0.397,0
C105685,Metro,Salaried,54600,Near-prime,0.71,0.268,0
C105686,Metro,Salaried,45000,Prime,0.98,0.05,0
C105687,Metro,Gig,33900,Subprime,0.66,0.269,1
C105688,Tier-3,Self-employed,31000,Thin-file,0.749,0.21,0
C105689,Tier-3,Gig,55800,Thin-file,0.518,0.661,0
C105690,Tier-2,Salaried,42900,Thin-file,0.932,0.05,0
C105691,Metro,Salaried,50000,Near-prime,0.794,0.282,0
C105692,Tier-2,Salaried,46100,Prime,0.649,0.425,1
C105693,Tier-3,Salaried,31500,Prime,0.775,0.158,0
C105694,Tier-2,Salaried,18700,Near-prime,0.72,0.381,0
C105695,Metro,Self-employed,58800,Prime,0.457,0.683,1
C105696,Metro,Salaried,85000,Prime,0.909,0.084,0
C105697,Tier-3,Gig,38900,Near-prime,0.541,0.488,0
C105698,Tier-3,Self-employed,39300,Prime,0.609,0.401,0
C105699,Metro,Salaried,42200,Thin-file,0.98,0.05,0
C105700,Tier-3,Gig,21800,Near-prime,0.541,0.55,0
C105701,Metro,Self-employed,96200,Near-prime,0.78,0.264,0
C105702,Metro,Salaried,43000,Near-prime,0.642,0.427,0
C105703,Tier-2,Self-employed,20200,Near-prime,0.517,0.314,0
C105704,Tier-2,Self-employed,93400,Thin-file,0.62,0.464,0
C105705,Tier-2,Self-employed,21800,Thin-file,0.632,0.545,1
C105706,Tier-3,Informal,9000,Subprime,0.489,0.5,0
C105707,Tier-3,Salaried,36800,Near-prime,0.91,0.05,0
C105708,Metro,Self-employed,51700,Prime,0.98,0.141,1
C105709,Tier-2,Gig,28500,Thin-file,0.31,0.614,0
C105710,Tier-3,Self-employed,42800,Prime,0.54,0.262,0
C105711,Tier-2,Informal,17600,Thin-file,0.502,0.563,0
C105712,Tier-3,Gig,18100,Thin-file,0.774,0.215,0
C105713,Tier-2,Self-employed,26700,Thin-file,0.59,0.521,0
C105714,Metro,Self-employed,45800,Near-prime,0.617,0.438,1
C105715,Metro,Self-employed,54900,Near-prime,0.566,0.548,0
C105716,Tier-3,Salaried,48000,Near-prime,0.849,0.214,0
C105717,Tier-3,Self-employed,19300,Prime,0.616,0.517,0
C105718,Metro,Salaried,27200,Prime,0.886,0.477,0
C105719,Metro,Self-employed,64100,Subprime,0.779,0.228,0
C105720,Tier-3,Self-employed,22700,Near-prime,0.57,0.46,0
C105721,Metro,Informal,15200,Thin-file,0.574,0.364,0
C105722,Metro,Salaried,20700,Prime,0.682,0.342,0
C105723,Tier-3,Self-employed,54400,Near-prime,0.648,0.401,0
C105724,Tier-3,Salaried,36100,Near-prime,0.692,0.317,0
C105725,Tier-3,Self-employed,36900,Prime,0.404,0.654,0
C105726,Tier-2,Salaried,46500,Subprime,0.899,0.162,0
C105727,Metro,Self-employed,47400,Prime,0.486,0.587,0
C105728,Tier-3,Self-employed,28600,Subprime,0.523,0.484,0
C105729,Metro,Salaried,46100,Prime,0.733,0.155,0
C105730,Metro,Self-employed,27700,Near-prime,0.867,0.25,0
C105731,Tier-3,Salaried,14400,Near-prime,0.98,0.05,0
C105732,Tier-2,Salaried,104900,Near-prime,0.561,0.564,0
C105733,Tier-3,Informal,16100,Thin-file,0.289,0.722,0
C105734,Metro,Salaried,39100,Near-prime,0.98,0.05,0
C105735,Tier-3,Salaried,22200,Near-prime,0.98,0.05,0
C105736,Tier-2,Informal,30400,Thin-file,0.512,0.347,1
C105737,Tier-2,Salaried,40700,Subprime,0.798,0.154,0
C105738,Tier-3,Salaried,21600,Thin-file,0.772,0.246,0
C105739,Tier-2,Self-employed,30100,Prime,0.591,0.334,0
C105740,Tier-2,Self-employed,39700,Subprime,0.458,0.568,0
C105741,Tier-2,Self-employed,29000,Prime,0.728,0.225,0
C105742,Tier-3,Self-employed,41600,Prime,0.497,0.608,0
C105743,Tier-3,Informal,41200,Thin-file,0.535,0.313,0
C105744,Tier-2,Salaried,31600,Near-prime,0.784,0.29,0
C105745,Metro,Self-employed,37900,Subprime,0.762,0.273,0
C105746,Metro,Informal,16300,Subprime,0.361,0.615,0
C105747,Tier-3,Salaried,29800,Prime,0.614,0.416,0
C105748,Tier-3,Informal,9000,Thin-file,0.319,0.766,0
C105749,Tier-3,Informal,26000,Thin-file,0.447,0.36,1
C105750,Metro,Informal,13000,Near-prime,0.43,0.679,0
C105751,Tier-2,Salaried,26600,Near-prime,0.613,0.596,0
C105752,Tier-2,Self-employed,35900,Near-prime,0.551,0.361,0
C105753,Tier-2,Gig,43000,Near-prime,0.53,0.696,1
C105754,Metro,Salaried,32400,Near-prime,0.872,0.268,0
C105755,Tier-2,Self-employed,31800,Near-prime,0.617,0.357,0
C105756,Metro,Salaried,54300,Prime,0.871,0.188,0
C105757,Tier-2,Salaried,28200,Near-prime,0.785,0.204,0
C105758,Metro,Gig,27300,Near-prime,0.526,0.537,0
C105759,Metro,Informal,11500,Thin-file,0.515,0.703,0
C105760,Metro,Salaried,37500,Prime,0.625,0.479,0
C105761,Tier-3,Salaried,55500,Prime,0.98,0.05,0
C105762,Tier-2,Self-employed,49900,Subprime,0.63,0.459,0
C105763,Tier-3,Salaried,26100,Prime,0.769,0.141,0
C105764,Tier-2,Self-employed,21900,Thin-file,0.652,0.556,0
C105765,Tier-2,Gig,21000,Prime,0.668,0.359,0
C105766,Metro,Self-employed,22300,Prime,0.674,0.352,0
C105767,Tier-2,Gig,21200,Thin-file,0.603,0.468,0
C105768,Metro,Salaried,39600,Thin-file,0.792,0.209,0
C105769,Tier-2,Salaried,31200,Prime,0.639,0.325,0
C105770,Tier-3,Gig,18200,Subprime,0.183,0.9,0
C105771,Tier-3,Salaried,40600,Thin-file,0.888,0.127,0
C105772,Metro,Salaried,29800,Prime,0.911,0.05,0
C105773,Tier-2,Self-employed,53200,Thin-file,0.464,0.685,0
C105774,Metro,Salaried,78900,Near-prime,0.609,0.194,0
C105775,Metro,Self-employed,115800,Subprime,0.468,0.462,0
C105776,Tier-2,Gig,26500,Thin-file,0.437,0.693,0
C105777,Tier-2,Salaried,74100,Subprime,0.656,0.365,0
C105778,Tier-2,Self-employed,53600,Near-prime,0.63,0.542,1
C105779,Metro,Salaried,51800,Thin-file,0.794,0.369,1
C105780,Tier-3,Gig,11200,Subprime,0.519,0.626,0
C105781,Tier-3,Salaried,47700,Prime,0.703,0.497,0
C105782,Tier-2,Gig,25800,Thin-file,0.393,0.632,0
C105783,Tier-3,Salaried,71300,Prime,0.578,0.459,0
C105784,Metro,Gig,40300,Prime,0.436,0.618,0
C105785,Tier-2,Gig,37200,Thin-file,0.592,0.559,0
C105786,Tier-3,Gig,14900,Thin-file,0.299,0.695,1
C105787,Tier-3,Gig,21600,Thin-file,0.5,0.64,0
